DocumentName,ReportDT,JurisdictionName,OccurDt,FraudEntity,State_County,PayerName,FraudAmt,SettlementAmt,JailTime,FraudType,FraudTypeAll,CaseStatus,SchemeSummary
mcleansville-woman-charged-with-health-care-fraud-part-of-national-health-care-fraud-takedown_56b59aec7f04.pdf,2026-06-24,"U.S. Attorney's Office, Middle District of North Carolina",,Deborah Lanell White (owner of Reginald Center of Turn Around),North Carolina - Guilford County (McLeansville/Greensboro),North Carolina Medicaid,2800000.0,,,Phantom Claims,Phantom Claims,charged,"White, owner of Reginald Center of Turn Around, allegedly billed North Carolina Medicaid over a multi-year period for thousands of fictitious urine/drug tests that were never performed, causing a $2.8 million loss."
med-spa-owner-pleads-guilty-to-performing-illegal-injections-using-unapproved-prescription-drugs_c2c9e41b6792.pdf,2026-05-08,"U.S. Attorney's Office, District of Massachusetts",2022-08 to 2025-05,Rodrigo de Medeiros Siqueira (owner of Rodrigo Beauty Inc.); Rodrigo Beauty Inc.,Massachusetts - Norfolk County (Quincy),,,,,Unapproved drug administration by unlicensed provider,Unapproved drug administration by unlicensed provider; FakeEncounter,pleaded guilty,"Med spa owner, not licensed to prescribe, dispense or administer prescription drugs, injected clients with botulinum toxin obtained from illegitimate foreign sources while falsely representing to clients that he was a licensed medical professional and misrepresenting the identity and source of the products; numerous clients developed botulism. He pleaded guilty to misbranding a drug after shipment in interstate commerce with intent to defraud or mislead; sentencing set for Aug. 12, 2026."
med-spa-owner-pleads-guilty-to-performing-thousands-of-injections-using-counterfeit-products_6ecd631c3569.pdf,2026-04-07,"U.S. Attorney's Office, District of Massachusetts",2021-03 to 2025,Rebecca Fadanelli (owner/operator of Skin Beaute Med Spa); Skin Beaute Med Spa,Massachusetts - Randolph and South Easton (Norfolk/Bristol Counties); defendant resides in Stoughton,,1000000.0,,,Counterfeit drug/device distribution,Counterfeit drug/device distribution; FakeEncounter; Falsify certificate,pleaded guilty,"Med spa owner imported counterfeit Botox, Sculptra and Juvederm from China and Brazil and performed thousands of injections with these counterfeit drugs and devices, collecting more than $1 million in direct client payments while falsely representing to clients and employees that she was a nurse; she was in fact an unlicensed aesthetician not permitted to administer prescription drugs or devices."
medicaid-service-providers-sentenced-for-false-statements-resulting-in-overbilling_a8025858e40a.pdf,2026-06-05,"U.S. Attorney's Office, Eastern District of Virginia",,Chenelle Wright (owner/operator of Community Counseling Resources); Chaniece Winfield (clinical director); Community Counseling Resources (CCR),Virginia - Chesapeake; Virginia - Portsmouth,Medicaid,,,41,Falsify certificate,Falsify certificate; Phantom Claims,sentenced,"Two sisters running an after-school therapeutic day treatment program for Medicaid children directed employees to record in progress notes that services ran from 2:00pm to 7:00pm - using pre-filled note templates - although most children did not arrive until about 4:30pm, resulting in Medicaid being billed for hours of therapeutic services not provided. Wright received 41 months and Winfield 24 months in prison."
medical-device-company-to-pay-over-550-000-to-resolve-false-claims-act-allegations_d57723331ad8.pdf,2026-07-14,"U.S. Attorney's Office, District of Massachusetts",2019-01 to 2024-12,"Tactile Systems Technology, Inc. (medical device manufacturer/supplier); certain Tactile sales personnel",Massachusetts - Suffolk County (Boston),Medicare,,550959.0,,Falsify certificate,Falsify certificate; FakeEncounter; Upcoding,civil settlement,"Tactile sales personnel fabricated or amended prescribers' medical records and forged clinicians' signatures to falsely document that patients had failed conservative/basic compression therapy, making otherwise non-covered pneumatic compression devices (Entre and the more expensive Flexitouch) reimbursable by Medicare; some records were doctored to claim the basic Entre failed so the pricier Flexitouch could be billed. Resolved via a $550,959 FCA settlement from two qui tam suits, with relators receiving $129,475."
medical-supply-company-owner-convicted-of-30m-medicare-fraud-scheme_2e64c3beab0f.pdf,2026-07-22,"U.S. Department of Justice, Criminal Division Fraud Section / National Fraud Enforcement Division; U.S. District Court for the Middle District of Florida",,"Mark Loftis (owner of medical supply companies, chiropractor); Office of Back Pain Home Supplies (medical supply company in Drumright, Oklahoma)",Oklahoma (Cushing and Drumright),Medicare; TRICARE; CHAMPVA (Civilian Health and Medical Program of the Department of Veterans Affairs),30000000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; Falsify certificate; FakeEncounter; Ineligible provider enrollment,convicted at trial,"Loftis paid over $1 million to marketers using call centers to harvest personal and insurance information from elderly and disabled beneficiaries, then bought signed orders for orthotic braces and continuous glucose monitors from telemedicine doctors and nurse practitioners who never examined and often never spoke to the patients; he used those orders to bill Medicare, TRICARE and CHAMPVA over $30 million, obtaining more than $8 million, and also concealed a conspirator's management role and billed claims generated by unenrolled medical suppliers."
medicare-advantage-provider-complete-health-to-pay-14-100-000-to-settle-false-claims-act-suit_50ed81b789f1.pdf,2026-08-03,"U.S. Department of Justice, Civil Division and U.S. Attorney's Office, Middle District of Florida",2020 to 2023,Complete Health Partners Holdings (management services organization),Florida - Duval County (Jacksonville); Alabama; Colorado,Medicare (Medicare Advantage / Part C),,14100000.0,,Upcoding,Upcoding; Falsify certificate,civil settlement,"Complete Health, paid a share of the risk-adjusted capitation MAOs received from CMS, disseminated incorrect coding guidance and had coders mine beneficiary medical records for additional chronic-condition diagnoses in HCC 55 (drug/alcohol dependence) and HCC 59 (major depressive, bipolar, paranoid disorders), then prompted physicians to add these unsupported diagnosis codes, inflating patient risk scores and CMS payments to the MA plans, a portion of which flowed back to Complete Health. Resolved for $14.1 million; qui tam relator Karen Bowers receives about $2,467,500."
members-of-tacoma-street-gang-are-indicted-for-drug-and-gun-trafficking_6c6f220fa029.pdf,2026-02-06,"U.S. Attorney's Office, Western District of Washington",2025-03 to 2026-02,Kevin Salgado (alleged leader); Haley Filler; Gabriel Tovar; Kevin Andreas; Joshua Bailey; Tyson Latchie; Kahlil Bland; Ian Newman; Edgar Adrian Hernandez; Isaac Briones; Roman Jackson; Geeneva Morandarte; Christian Ericson; Michelle Ford-Jackson,"Washington - Pierce County (Tacoma, Puyallup, University Place, Lakewood); Washington - Snohomish County (Lynnwood); Washington - Thurston County (Olympia); Oregon - Yamhill; California - Yucaipa",,,,,other,Prescription drug diversion; kickback_Bribery For Referral; Falsify certificate,charged,"Fourteen alleged members of a Tacoma-area Black Gangster Disciples-affiliated drug and gun trafficking organization were indicted after a wiretap investigation; alongside pressing and mailing counterfeit oxycodone and Xanax pills, some defendants hacked into drug distribution companies to reroute controlled-substance shipments for street sale, and one defendant allegedly paid kickbacks to an Oregon pharmacist to fill fraudulent prescriptions for oxycodone and other narcotics (defendant Isaac Briones was arrested picking up a fraudulent promethazine-with-codeine prescription in June 2025)."
memphis-gynecologist-sentenced-to-20-years-in-prison-for-adulterating-medical-devices-and-health-care-fraud_0d309b3f8137.pdf,2026-07-08,"U.S. Attorney's Office, Western District of Tennessee",2019-09 to 2024-04,"Sanjeev Kumar (gynecologic oncologist, operator of Poplar Avenue Clinic)",Tennessee - Shelby County (Memphis),Medicare; Medicaid,41000000.0,,240,other,other; FakeEncounter,sentenced,"Kumar performed more than 15,000 in-office hysteroscopy-with-biopsy procedures using adulterated and misbranded devices - reusing single-use hysteroscopes and graspers and skipping required reprocessing/disinfection steps - and billed Medicare and Medicaid for the unsafe procedures, billing over $41 million and netting more than $4.8 million from the two programs between September 2019 and April 2024. Restitution hearing set for October 2, 2026."
mesa-residents-sentenced-to-prison-for-fraud-targeting-ahcccs_cdcdf72dd490.pdf,2026-02-27,"U.S. Attorney's Office, District of Arizona",2020 to 2022,"Eric Riley (owner/operator, New Horizons Behavioral Health); Britney Gooch (owner/operator, New Horizons Behavioral Health); New Horizons Behavioral Health (behavioral health clinic)",Arizona - Maricopa County (Mesa),"Medicaid (Arizona Health Care Cost Containment System - AHCCCS, American Indian Health Program)",3300000.0,3300000.0,24,Phantom Claims,Phantom Claims,sentenced,"Through their Mesa behavioral health clinic, New Horizons Behavioral Health, Riley and Gooch billed AHCCCS's American Indian Health Program for behavioral health services never provided to AIHP patients, obtaining roughly $3.3 million; both pleaded guilty and were jointly ordered to pay $3.3 million in restitution, with Riley receiving 24 months and Gooch 12 months and one day."
metro-detroit-surgeon-was-sentenced-to-a-year-in-prison-in-7-million-dollar-medicare-fraud-scheme_fe359433f089.pdf,2026-04-17,"U.S. Attorney's Office, Eastern District of Michigan",2019 to 2023,Mustafa Hares (surgeon); Mohammed Kazkaz,Michigan - Oakland County (West Bloomfield); Michigan - Wayne County (Detroit),Medicare,7000000.0,4800000.0,90,Phantom Claims,Phantom Claims; Falsify certificate,sentenced,"Hares and co-defendant Kazkaz submitted more than $7 million in Medicare claims for psychotherapy services never rendered, signing purported patient progress notes that were actually drafted by employees in Mexico rather than by medical providers. Hares received 12 months and $4.8 million restitution; Kazkaz was previously sentenced to 7 1/2 years."
mexican-man-sentenced-to-14-years-in-federal-prison-for-leading-a-6-85m-healthcare-fraud-scheme_b761e43f96d5.pdf,2026-03-06,"U.S. Attorney's Office, Western District of Texas",2008 to 2016-04,"Orlando Omar Garcia-Moya (founder/owner, Fleet Ambulance Service Inc.); Oscar Gutierrez Jr. (employee); Melody Ann Villarreal (employee); Fleet Ambulance Service Inc.","Texas - Brackettville (Kinney County), Del Rio area",Medicare; Medicaid; Managed Care Organizations,17900000.0,6856187.0,168,Phantom Claims,Phantom Claims; Falsify certificate; FakeEncounter,sentenced,"Owner and two employees of an ambulance company billed Medicare, Medicaid and MCOs for ambulance transports by creating fraudulent run sheets for patients who were never transported, transporting patients in personal or unapproved vehicles, and listing 'ghost employees' on run sheets; billings exceeded $12.3 million (2008-2012) and $5.6 million (2013-April 2016), with $6,856,186.85 actually paid. Garcia-Moya was convicted at a bench trial on all 13 counts and sentenced to 168 months plus full restitution; co-defendants Gutierrez and Villarreal pleaded guilty and received 60 and 48 months."
michigan-home-health-care-agency-owner-convicted-of-1-6m-medicare-fraud-scheme-and-kickback-conspiracy_aa10bdfe096a.pdf,2026-05-15,"U.S. District Court for the Eastern District of Michigan; Department of Justice, Criminal Division Fraud Section / National Fraud Enforcement Division",2018 to 2024,"Ruby Scott (nurse, owner of Delta Home Health Care LLC); Delta Home Health Care LLC",Michigan - Oakland County (Farmington Hills); Michigan - Wayne County (Detroit),Medicare,1600000.0,,,Falsify certificate,Falsify certificate; kickback_Bribery For Referral; Phantom Claims,convicted at trial,"Scott bribed a Detroit hospital discharge nurse (over $130,000 total, about $300 per successfully billed patient, paid via CashApp, PayPal, check and cash) to fax confidential Medicare patient records to her home health agency; she then billed Medicare for home health services using the stolen patient profiles, falsely representing that physicians had certified the patients as homebound and eligible when no doctor had evaluated them, and in some cases billing for patients who never received services, causing about $1.6 million in losses (Medicare paid over $1.2 million on claims for patients with no maintained files)."
mid-year-report-u-s-attorneys-office-in-chicago-dramatically-increases-federal-violent-crime-and-other-prosecu_ed899afabc9f.pdf,2026-07-20,"U.S. Attorney's Office, Northern District of Illinois",,Unnamed defendant (charged in Medicare COVID-19 test kit scheme); unnamed health care provider (Illinois Medicaid behavioral health scheme); Burhan Mirza; Kashif Iqbal; Seung Han Lim (chiropractor) and his clinic,Illinois - Chicago area (Northern District of Illinois),Medicare; Illinois Medicaid; Blue Cross Blue Shield of Illinois; private health care benefit programs,325600000.0,,,Phantom Claims,Phantom Claims; other,other,"Mid-year report summarizing several Northern District of Illinois health care fraud matters: one defendant charged with billing Medicare roughly $240 million in under six months for over-the-counter COVID-19 test kits never provided or never requested by beneficiaries; a provider charged with billing Illinois Medicaid more than $75 million for behavioral health counseling and therapy never rendered; Burhan Mirza and Kashif Iqbal charged with using nominee-owned laboratories and durable medical equipment companies to submit about $10 million in claims to Medicare and private insurers for items and services not provided; and chiropractor Seung Han Lim convicted of billing Blue Cross Blue Shield of Illinois over $600,000 for services not rendered. Figures span multiple defendants; the office also states approximately $2.135 billion in charged health care fraud losses district-wide since April 2025."
middletown-man-pleads-guilty-to-operating-unlawful-money-transmitting-business_d6616573c575.pdf,2026-06-23,"U.S. Attorney's Office, District of Connecticut",2025-01 to 2025-05,Habroon Habib (registrant/operator of Around The World Solutions LLC); Around The World Solutions LLC,Connecticut - Middlesex County (Middletown),Medicare Advantage (Medicare Part C) plans operated by private insurers,1901200.0,,,Phantom Claims,Phantom Claims; other,pleaded guilty,"Habib registered a Connecticut shell company and opened a bank account, and an individual in Pakistan submitted approximately $1.9 million in claims to Medicare Advantage plans for durable medical equipment (orthotics and braces) that roughly 413 beneficiaries in 36 states never requested, consented to, or received; about $680,571 was paid into the company account, and Habib wired $425,000 of it to Pakistan through an unlicensed money transmitting business."
milwaukee-county-man-sentenced-to-18-months-in-federal-prison-for-wire-fraud-involving-government-benefit-prog_956ab492a5af.pdf,2026-08-06,"U.S. Attorney's Office, Eastern District of Wisconsin",2020-01 to 2025-03,Antonio Franklin (benefit recipient),Wisconsin - Milwaukee County,Social Security Administration (Title XVI disability benefits); Wisconsin Department of Health Services (Wisconsin Supplemental Security Income and IRIS program),300000.0,,18,Benefit eligibility concealment,Benefit eligibility concealment,sentenced,"Franklin concealed from the government an undisclosed bank account through which more than $1 million flowed between January 2020 and March 2025, failing to report income/assets that would have made him ineligible, and thereby collected nearly $300,000 in SSA Title XVI disability, Wisconsin SSI, and IRIS self-directed personal care benefits; the court ordered restitution equal to the benefits unlawfully received."
milwaukee-fraudster-sentenced-to-11-years-in-federal-prison_609043cd92eb.pdf,2026-03-12,"U.S. Attorney's Office, Eastern District of Wisconsin",,"Lenard R. Monroe (owner, Wellness Personal Care Service); Wellness Personal Care Service (home healthcare agency); Phillip Daniels (codefendant, patient referrer)",Wisconsin - Milwaukee County (Milwaukee),Wisconsin Medicaid; U.S. Department of Health and Human Services Health Resources and Services Administration (HRSA COVID relief),,2790385.0,132,Phantom Claims,Phantom Claims; kickback_Bribery For Referral; COVID relief fund fraud; Money laundering of proceeds,sentenced,"Over at least three years, Monroe's home healthcare company Wellness Personal Care Service billed Wisconsin Medicaid for thousands of hours of in-home personal care services that were never provided, and Monroe paid codefendant Phillip Daniels over $600,000 in kickbacks to refer clients to the agency; he also used his Medicaid provider status to obtain roughly $247,000 in HRSA COVID relief funds intended for pandemic-harmed providers and spent proceeds on luxury purchases including a Dodge Demon drag car. Restitution of $2,543,216.62 to Wisconsin Medicaid and $247,167.90 to HRSA was ordered against Monroe."
minnesota-health-care-fraud-takedown-results-in-charges-against-15-defendants-for-over-90m-in-fraud_d171e53c06d1.pdf,2026-05-21,"U.S. Department of Justice, National Fraud Enforcement Division (Fraud Division, Health Care Fraud Section) and U.S. Attorney's Office, District of Minnesota",,"15 unnamed defendants, including owners of child care centers and various Minnesota Medicaid providers (2 charged in the EIDBI autism scheme; 1 in the Integrated Community Supports scheme; 2 in the Individualized Home Supports scheme; 8 in the Housing Stabilization Services scheme, some traveling from Pennsylvania; 2 in child care subsidy schemes)",Minnesota,"Medicaid (Minnesota Medical Assistance / Minnesota Health Care Programs, including EIDBI, Integrated Community Supports, Individualized Home Supports and Housing Stabilization Services); Minnesota Great Start Compensation Support Payment Program; federal Child Care Assistance Program",90000000.0,,,Phantom Claims,Phantom Claims; kickback_Bribery For Referral; FakeEncounter; Undisclosed ownership interest,charged,"Coordinated takedown of 15 defendants across five Minnesota Medicaid and child care programs totaling over $90 million in intended loss: an approximately $46.6 million EIDBI autism scheme in which defendants paid kickbacks to parents, diagnosed children with autism regardless of medical necessity and billed for autism services never provided; a $1.4 million Integrated Community Supports scheme billing for 24-hour care not rendered (including a recipient found deceased a day after being billed); an over $22 million Individualized Home Supports scheme in which defendants bought 20+ residences, concealed their prohibited ownership interest from Medicaid, housed beneficiaries to harvest their information, and billed for services not provided as represented, spending proceeds on real estate, luxury cars and jewelry; approximately $15.7 million in Housing Stabilization Services billing fraud; and $425,000 (Great Start program) plus $4.6 million (Child Care Assistance Program) child care subsidy frauds."
mississippi-man-ordered-to-pay-31-million-for-role-in-healthcare-kickback-scheme_c90f1b5ee15a.pdf,2026-03-19,"U.S. Attorney's Office, Middle District of Alabama",,"Robert L. Crites (owner of Health Services Plus and TriCom, LLC; contractor of Extraordinary Scripts, Inc.)",Mississippi - Batesville (Panola County); Alabama - Montgomery County (Montgomery),TRICARE,5447474.0,31039134.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,civil settlement,"Crites and associates of Extraordinary Scripts recruited TRICARE beneficiaries nationwide and referred them to Cloverland Pharmacy in Montgomery, Alabama, which paid per-referral commissions/kickbacks; TRICARE sustained $5,447,474.94 in losses, and the court entered a $31,039,134.82 judgment (treble damages plus civil penalties) against Crites, the last remaining defendant after five co-defendants settled."
mobile-pet-scan-provider-to-pay-8-33-million-to-resolve-allegations-of-false-claims-act-violations-based-on-un_0d7ce7ae6893.pdf,2026-05-01,"U.S. Department of Justice, Civil Division and U.S. Attorney's Office for the Central District of California",2016-09 to 2025-01,Modern Nuclear Inc. (mobile PET scan provider),California - Orange County (La Habra),Medicare; TRICARE,,8334350.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,civil settlement,"MNI allegedly paid referring cardiologists above-fair-market-value supervision fees for mobile PET scans - including paying them for time spent treating other patients, time off-site, and for services rarely or never provided - to induce referrals, then billed federal health care programs for the resulting scans; resolved via an $8,334,350.71 ability-to-pay settlement (plus future revenue-based amounts) and a five-year Corporate Integrity Agreement following a qui tam suit."
mother-daughter-duo-charged-in-9-5-million-medicare-fraud-scheme-part-of-national-healthcare-fraud-takedown_8276ef54f146.pdf,2026-06-23,"U.S. Attorney's Office, Southern District of California",2024-04 to 2024-10,"Blanca Estela Cardenas (nurse practitioner, owner of Mobile Care Medical Providers, LLC and B&R Wound Care, Inc.); Raquel Pasillas (daughter, operational leadership at the businesses); Mobile Care Medical Providers, LLC; B&R Wound Care, Inc.",California - San Diego County (San Diego/Chula Vista),Medicare,9500000.0,,,Phantom Claims,Phantom Claims; FakeEncounter; Falsify certificate; other,charged,"Indictment alleges the businesses billed Medicare roughly $9.5 million (receiving about $5.5 million) for mobile wound care services and costly skin substitute allografts under nurse practitioner Cardenas' NPI, falsely representing her as the rendering provider while she was incarcerated in federal prison; her unlicensed daughter allegedly performed the services. More than $4.7 million of proceeds were allegedly diverted through cash withdrawals, personal bank deposits, and rent payments."
mother-sentenced-to-17-years-in-federal-prison-for-fraud-scheme-involving-quadriplegic-son_e708bd838f8d.pdf,2026-03-04,"U.S. Attorney's Office, Northern District of Texas",2015 to 2021,Judy Terecia Sanchez (mother/guardian of Medicaid beneficiary),Texas - Lubbock County (Lubbock),Texas Medicaid (Texas Health and Human Services),227377.0,227377.0,204,Falsify certificate,Falsify certificate; Phantom Claims,sentenced,"After the certified nurse aide she hired for her quadriplegic son resigned within two weeks, Sanchez falsified time sheets for six years as if the aide were still providing home health attendant care, submitted them to Texas Medicaid, had the checks payable to the aide mailed to a post office box she controlled, and then forged and cashed them, obtaining $227,377 while her son received no care."
multi-million-dollar-prescription-fraud-scheme-results-in-prison-sentence-for-three-east-tennesseans_4096eca396e3.pdf,2026-06-11,"U.S. Attorney's Office, Eastern District of Tennessee; United States District Court for the Eastern District of Tennessee at Knoxville",2016-07 to 2020-10,"Barbara A. Smith (clinic office manager); Jared Grant Riddle (licensed pharmacist); Brian M. Woods (marketer); George Ernest Riddle (owner of United Apothecary, LLC); United Apothecary, LLC d/b/a Riddle Drugs / Riddle Express Pharmacy","Tennessee - Knox County (Knoxville); Tennessee - Anderson County (Clinton, Oliver Springs); Tennessee - Jefferson County (Dandridge)",Medicare Part D; other drug plans and pharmacy benefit managers,8687531.0,22185941.0,37,Falsify certificate,Falsify certificate; kickback_Bribery For Referral; Phantom Claims,sentenced,"A pharmacist created a drug formulary of high-reimbursement products (pain creams and chlorzoxazone 250 mg), paid a marketer off-the-books cash bonuses per signed formulary, and the marketer paid a pain clinic's office manager cash to alter signed formularies (adding unprescribed drugs and refills) and to create wholly forged formularies with handwritten or photocopied provider signatures; the pharmacy billed these prescriptions to drug plans and PBMs, collecting about $7.37 million including roughly $4.8 million from Medicare Part D. In a related case, the pharmacy owner and his son paid kickbacks to out-of-state marketers for signed prescriptions billed to Medicare Part D for about $1.32 million. Restitution figures total across four defendants; longest sentence was 37 months (Smith), with 33 months each for Riddle and Woods and 15 months for Ernest Riddle."
multicare-health-system-to-pay-millions-to-settle-fraud-case_d952a6c38a43.pdf,2026-02-04,"U.S. Attorney's Office, Eastern District of Washington",2019 to 2021,MultiCare Health System (hospital and healthcare system operating MultiCare Deaconess Hospital and MultiCare Rockwood Clinic); Dr. Jason A. Dreyer (neurosurgeon),Washington - Spokane County (Spokane); Washington - Pierce County (Tacoma),Medicare; Washington Medicaid; TRICARE (Department of Defense); Federal Employees Health Benefits Program (FEHBP); Department of Veterans Affairs,,3728000.0,,FakeEncounter,FakeEncounter; Falsify certificate; kickback_Bribery For Referral,civil settlement,"MultiCare allowed neurosurgeon Dr. Jason Dreyer to perform a high volume of medically unnecessary complex spinal surgeries at Deaconess Hospital between 2019 and 2021 - ignoring physician-assistant patient safety complaints and explicit federal investigator warnings about falsified diagnoses - and billed Medicare, Medicaid and other federal health programs for those surgeries, while paying Dreyer compensation tied to the number and complexity of surgeries performed. MultiCare will pay $3.728 million (including $1.6 million restitution), with the qui tam relator receiving $633,760; related prior settlements were $22.7 million with Providence Health & Services and more than $1.1 million with Dr. Dreyer."
national-fraud-enforcement-divisions-healthcare-fraud-unit-secures-six-trial-convictions-involving-over-1-1-bi_7206b11bd803.pdf,2026-06-04,"U.S. Department of Justice, National Fraud Enforcement Division, Health Care Fraud Unit (trials in the Southern District of Florida, Central District of California, Eastern District of Michigan, Eastern District of New York, and Middle District of Tennessee)",2016-09 to 2020,"Brett Blackman (founder and CEO of HealthSplash/DMERx telehealth platform); Gary Cox (co-defendant, convicted at prior trial); Dr. Violetta Mailyan (physician); Ruby Scott (licensed nurse, owner of Delta Home Health Care LLC); Tony Brown-Arkah (owner of American Medical Centers); Olga Popovych (manager of Brooklyn physical therapy clinics); Heather Marks (advanced registered nurse practitioner, Lifeforce Pain and Wellness)",Florida; California; Michigan; New York - Kings County (Brooklyn); Tennessee - Carthage,Medicare; Medicaid,1100000000.0,7300000.0,180,kickback_Bribery For Referral,kickback_Bribery For Referral; Phantom Claims; Falsify certificate; FakeEncounter; Controlled substance diversion / unlawful prescribing,convicted at trial,"Six separate jury trial convictions rolled into one announcement totaling over $1.1 billion in losses: Blackman's DMERx platform used foreign call centers and spam mailers to push medically unnecessary orthotic braces on Medicare beneficiaries and paid telemedicine companies kickbacks for doctor-signed orders falsely certifying exams (over $1 billion billed, $450 million paid); Mailyan billed Medicare over $45 million for Botox injections never given, including while on vacation, for an incarcerated patient and on days her clinic was closed, then fabricated back-dated consent forms for a grand jury subpoena (forfeiture of vehicles, $7.3 million in brokerage accounts and four properties); Scott paid a hospital discharge nurse over $130,000 via CashApp/PayPal/check/cash for stolen Medicare patient records and billed home health with fabricated physician homebound certifications ($1.6 million loss); Brown-Arkah's Brooklyn substance abuse clinic billed Medicare and Medicaid $52 million for visits by a non-clinician and never-provided services while diverting Suboxone and taking lab referral kickbacks; Popovych paid ambulette drivers cash for Medicare patient referrals and falsified records showing therapists treated patients on days they were absent (over $8 million paid 2018-2020); Marks prescribed nearly one million opioid pills at a rural Tennessee pain clinic. Figures span multiple defendants; the longest custodial sentence noted is 15 years for co-defendant Gary Cox."
national-health-care-fraud-enforcement-action-results-in-455-defendants-charged-and-over-6-5-billion-in-intend_d850e3cd24c9.pdf,2026-06-23,"U.S. Attorney's Office, Eastern District of Michigan",2016-01 to 2025-07,"Hasan ""Lucas"" Seyhun (Chief Operating Officer, Fast Lab Technologies); Cemhan ""Jimmy"" Biricik (CEO, Fast Lab Technologies, previously charged); Dr. Martin Perlin (Medical Director, previously charged); Emad Hamdan (supervisor, Medex Pharmacy); Raeyfah Baiz (pharmacist-in-charge, Medex Pharmacy); Rabih Hamdan (owner, Medex Pharmacy); Christopher Dzialo; Reno Dandy a/k/a ""RJ"" (operator, Grace Medical Clinic PLLC); Francina Kirk a/k/a ""Keisha"" (operator, Grace Medical Clinic PLLC); Dr. Chinoy (prescriber at Grace); McLaren Health Care Corporation and related entities; Jason Herzog (former CEO, Avertest, LLC d/b/a Averhealth)","Michigan - Wayne County (Detroit, Dearborn Heights, Grosse Pointe Farms, Eastpointe); Michigan - Wayne County (Canton area); Michigan - Oakland County (Pontiac); Southeast Michigan; Florida - Miami-Dade County (Miami); Nevada - Washoe County (Reno); Virginia - Henrico County (Glen Allen)",Medicare; Michigan Medicaid (Michigan Department of Health and Human Services); Blue Cross Blue Shield of Michigan; private health insurer,6500000000.0,2050000.0,,Phantom Claims,Phantom Claims; FakeEncounter; Falsify certificate; other; Money laundering of proceeds,charged,"Part of the 2026 national takedown (455 defendants, over $6.5 billion in intended loss), the Eastern District of Michigan announced six matters: Fast Lab Technologies executives allegedly billed insurers $566 million for COVID-19 laboratory testing never rendered or not as represented and laundered the proceeds; Medex Pharmacy supervisors and its pharmacist-in-charge allegedly billed Medicare, Medicaid and BCBS of Michigan about $1.9 million for prescriptions not medically necessary or never dispensed (pharmacy lacked inventory); Christopher Dzialo allegedly submitted eight fraudulent Direct Member Reimbursement claims worth $158,514 to his own insurer for drugs and procedures he never received; Grace Medical Clinic operators allegedly paid a physician who e-prescribed over 400,000 opioid dosage units to ""patients"" he never saw. Civil settlements: McLaren Health Care $1.9 million for failing to timely repay overpayments and former Averhealth CEO Jason Herzog $150,000 for false claims to Michigan DHHS over improper positive oral fluid drug test results."
national-health-care-fraud-takedown-leads-to-forty-one-count-indictment-of-pensacola-beach-man_224c8e3f52bc.pdf,2026-06-23,"U.S. Attorney's Office, Northern District of Florida",,Edward Scott Morrison (licensed physician),Florida - Escambia County (Pensacola Beach/Pensacola),,,,,Illegal prescribing of controlled substances,Illegal prescribing of controlled substances,charged,"Indicted on 41 counts of distributing and dispensing controlled substances: as a licensed physician, Morrison allegedly wrote and signed prescriptions for at least 25,500 controlled substance pills (over 22,000 opioid and over 3,000 stimulant pills, including oxycodone, hydrocodone, amphetamine, alprazolam and testosterone) on request from patients or third parties, without physical examinations, without reviewing prescribing records, and without creating any records of the encounters."
